"SEQN","FSDHH","FSDAD","FSD151","FSQ165","FSQ012","FSD230","FSD162","FSQ760","FSQ653","FSD660ZC","FSD675","FSD680","FSD670ZC","FSQ690","FSQ695","FSD652ZW","FSD672ZW","FSD652CW","FSD660ZW"
115957,1,1,2,2,,,2,,,,,,,,,,,,
115958,2,2,1,1,1,1,2,,,,,,,,,,,,
115959,4,4,2,2,,,2,,,,,,,,,,,,
115960,1,1,2,1,2,,2,,2,,,,,2,,,,,
115961,1,1,2,1,2,,2,,,,,,,,,,,,
115962,4,4,1,1,1,1,1,1,,,,,,,,1,7,3,1
115963,2,2,2,1,1,1,2,,,,,,,,,,,,
115964,,,,,,,,,2,,,,,2,,,,,
115965,1,1,2,2,,,2,,,,,,,,,,,,
115966,1,1,2,2,,,2,,1,2,1,2,12,1,7,,,,
115967,2,2,2,1,2,,1,1,1,1,1,,11,1,4,,,,
115968,1,1,2,2,,,2,,,,,,,,,,,,
115969,1,1,2,2,,,2,,,,,,,,,,,,
115970,3,2,2,2,,,2,,,,,,,,,,,,
115971,2,2,2,1,1,1,2,,1,2,1,1,12,2,,,,,
115972,2,2,1,1,1,1,2,,,,,,,,,,,,
115973,4,4,1,1,1,1,1,2,,,,,,,,,,,
115974,2,2,1,1,2,,2,,,,,,,,,,,,
115975,1,1,2,2,,,2,,,,,,,,,,,,
115976,1,1,2,2,,,2,,,,,,,,,,,,
115977,3,3,2,2,,,2,,,,,,,,,,,,
115978,1,1,2,1,2,,2,,,,,,,,,,,,
115979,,,,,,,,,,,,,,,,,,,
115980,1,1,2,2,,,2,,2,,,,,1,3,,,,
115981,1,1,2,1,1,1,2,,,,,,,,,,,,
115982,,,,,,,,,,,,,,,,2,,2,2
115983,1,1,2,2,,,2,,,,,,,,,,,,
115984,1,1,2,2,,,2,,2,,,,,2,,,,,
115985,1,1,2,2,,,2,,,,,,,,,,,,
115986,3,3,2,1,1,1,2,,,,,,,,,,,,
115987,,,,,,,,,,,,,,,,,,,
115988,1,1,2,2,,,2,,,,,,,,,,,,
115989,1,1,2,2,,,2,,,,,,,,,,,,
115990,1,1,2,1,2,,2,,,,,,,,,,,,
115991,1,1,2,1,1,1,1,1,,,,,,,,,,,
115992,2,2,2,2,,,2,,,,,,,,,,,,
115993,1,1,2,1,2,,2,,,,,,,,,,,,
115994,1,1,2,2,,,2,,,,,,,,,,,,
115995,4,4,2,1,1,1,2,,,,,,,,,,,,
115996,1,1,2,2,,,2,,,,,,,,,,,,
115997,2,2,2,1,1,1,2,,,,,,,,,,,,
115998,3,4,2,1,1,1,1,1,,,,,,,,,,,
115999,3,3,2,2,,,2,,,,,,,,,,,,
116000,1,1,2,1,2,,2,,,,,,,,,,,,
116001,1,1,2,2,,,1,2,,,,,,,,,,,
116002,,,,,,,,,,,,,,,,,,,
116003,3,4,2,2,,,1,1,,,,,,,,,,,
116004,1,1,1,2,,,2,,,,,,,,,,,,
116005,1,1,1,1,1,1,2,,,,,,,,,,,,
116006,1,1,2,2,,,2,,,,,,,,,,,,
116007,1,1,2,1,2,,2,,2,,,,,2,,,,,
116008,,,,,,,,,,,,,,,,,,,
116009,1,1,2,1,2,,2,,,,,,,,,,,,
116010,1,1,2,2,,,2,,,,,,,,,,,,
116011,1,1,2,2,,,2,,2,,,,,2,,,,,
116012,,,,,,,,,,,,,,,,,,,
116013,1,1,2,2,,,2,,,,,,,,,,,,
116014,1,1,2,1,2,,2,,,,,,,,,,,,
116015,2,2,2,2,,,2,,2,,,,,2,,,,,
116016,1,1,2,2,,,2,,,,,,,,,,,,
116017,1,1,2,2,,,2,,,,,,,,,,,,
116018,,,,,,,,,,,,,,,,,,,
116019,3,3,2,2,,,2,,,,,,,,,,,,
116020,3,3,2,2,,,2,,2,,,,,2,,,,,
116021,2,2,2,1,2,,2,,,,,,,,,,,,
116022,2,2,2,2,,,2,,,,,,,,,,,,
116023,3,3,2,1,2,,1,1,1,1,1,1,14,2,,,,,
116024,1,1,2,2,,,2,,,,,,,,,,,,
116025,2,2,2,1,1,1,1,1,1,1,1,1,24,1,4,,,,
116026,1,1,2,2,,,2,,,,,,,,,,,,
116027,3,3,2,1,2,,2,,,,,,,,,,,,
116028,1,1,2,2,,,2,,,,,,,,,,,,
116029,1,1,2,2,,,2,,,,,,,,,,,,
116030,1,1,1,1,1,1,2,,,,,,,,,,,,
116031,3,3,2,2,,,1,2,,,,,,,,,,,
116032,1,1,2,2,,,1,1,,,,,,,,,,,
116033,1,1,2,2,,,2,,2,,,,,2,,,,,
116034,1,1,2,1,2,,2,,,,,,,,,,,,
116035,1,1,2,2,,,2,,,,,,,,,,,,
116036,1,1,2,2,,,2,,,,,,,,,,,,
116037,2,2,2,1,1,1,2,,,,,,,,,,,,
116038,1,1,2,1,1,1,2,,,,,,,,,,,,
116039,2,2,2,2,,,1,2,1,2,1,1,24,1,4,,,,
116040,1,1,2,2,,,2,,2,,,,,2,,,,,
116041,1,1,2,2,,,2,,,,,,,,,,,,
116042,3,3,1,2,,,2,,,,,,,,,,,,
116043,1,1,2,2,,,2,,,,,,,,,,,,
116044,1,1,2,2,,,2,,,,,,,,,,,,
116045,3,3,2,1,2,,2,,,,,,,,,,,,
116046,4,4,1,1,2,,2,,,,,,,,,,,,
116047,3,3,2,1,2,,2,,,,,,,,,,,,
116048,3,3,2,1,1,2,2,,1,2,1,1,24,1,6,,,,
116049,2,2,2,2,,,1,1,1,1,1,1,24,1,3,,,,
116050,2,2,2,2,,,2,,,,,,,,,,,,
116051,1,1,2,2,,,2,,,,,,,,,,,,
116052,3,3,2,1,1,1,2,,,,,,,,,,,,
116053,3,2,2,2,,,2,,,,,,,,,,,,
116054,1,1,2,1,1,1,2,,,,,,,,,,,,
116055,1,1,2,2,,,2,,,,,,,,,,,,
116056,1,1,2,2,,,2,,,,,,,,,,,,
116057,1,1,2,2,,,2,,,,,,,,,,,,
116058,1,1,2,1,2,,2,,,,,,,,,,,,
116059,1,1,2,2,,,2,,,,,,,,,,,,
116060,4,4,1,1,1,1,2,,1,2,1,1,24,1,99,,,,
116061,1,1,2,2,,,2,,,,,,,,,,,,
116062,4,4,1,1,1,1,2,,,,,,,,,,,,
116063,4,4,2,1,1,1,2,,,,,,,,,,,,
116064,1,1,2,2,,,2,,,,,,,,,,,,
116065,1,1,2,1,2,,2,,,,,,,,,,,,
116066,4,4,2,2,,,2,,,,,,,,,,,,
116067,1,1,1,1,1,1,1,2,,,,,,,,,,,
116068,1,1,2,2,,,2,,,,,,,,,,,,
116069,2,2,2,1,1,1,2,,,,,,,,,,,,
116070,1,1,1,1,2,,2,,,,,,,,,,,,
116071,1,1,2,2,,,2,,,,,,,,,,,,
116072,2,2,2,2,,,2,,,,,,,,,,,,
116073,1,1,2,2,,,2,,,,,,,,,,,,
116074,1,1,2,2,,,2,,,,,,,,,,,,
116075,1,1,2,1,2,,2,,,,,,,,,,,,
116076,1,1,2,1,1,1,1,1,,,,,,,,,,,
116077,1,1,2,2,,,2,,,,,,,,,,,,
116078,1,1,1,1,2,,1,1,,,,,,,,,,,
116079,4,4,2,2,,,2,,,,,,,,,,,,
116080,3,3,2,1,2,,2,,,,,,,,,,,,
116081,,,,,,,,,,,,,,,,,,,
116082,1,1,2,2,,,2,,2,,,,,2,,,,,
116083,3,2,1,1,2,,2,,,,,,,,,,,,
116084,1,1,2,1,1,1,2,,,,,,,,,,,,
116085,1,1,2,2,,,2,,,,,,,,,,,,
116086,1,1,2,2,,,1,2,1,2,1,1,24,1,4,,,,
116087,1,1,2,1,2,,2,,2,,,,,2,,,,,
116088,1,1,2,2,,,2,,,,,,,,,,,,
116089,1,1,2,2,,,2,,,,,,,,,,,,
116090,2,2,1,2,,,2,,,,,,,,,,,,
116091,2,2,2,1,1,1,2,,,,,,,,,,,,
116092,1,1,2,2,,,2,,,,,,,,,,,,
116093,,,,,,,,,,,,,,,,,,,
116094,1,1,2,2,,,2,,,,,,,,,,,,
116095,4,4,1,1,2,,2,,,,,,,,,,,,
116096,3,3,2,1,1,1,1,1,1,1,1,1,19,1,3,,,,
116097,3,3,2,1,2,,2,,,,,,,,,,,,
116098,1,1,2,1,2,,2,,2,,,,,2,,,,,
116099,1,1,2,2,,,2,,,,,,,,,,,,
116100,1,1,2,2,,,1,1,,,,,,,,,,,
116101,1,1,2,2,,,2,,,,,,,,,,,,
116102,1,1,2,1,2,,2,,,,,,,,,,,,
116103,1,1,2,2,,,2,,,,,,,,,,,,
116104,1,1,2,2,,,2,,,,,,,,,,,,
116105,1,1,2,1,2,,2,,,,,,,,,,,,
116106,3,2,1,1,1,1,1,1,,,,,,,,,,,
116107,1,1,2,2,,,2,,,,,,,,,,,,
116108,2,2,1,1,2,,2,,,,,,,,,,,,
116109,1,1,2,2,,,2,,,,,,,,,,,,
116110,1,1,2,2,,,2,,,,,,,,,,,,
116111,1,1,2,2,,,2,,,,,,,,,,,,
116112,1,1,2,2,,,2,,,,,,,,,,,,
116113,1,1,2,2,,,2,,,,,,,,,,,,
116114,1,1,2,2,,,2,,,,,,,,,,,,
116115,3,3,2,2,,,2,,,,,,,,,,,,
116116,1,1,2,1,2,,2,,,,,,,,,,,,
116117,,,,,,,,,,,,,,,,,,,
116118,1,1,2,2,,,2,,,,,,,,,,,,
116119,4,4,2,1,1,1,1,1,,,,,,,,1,1,3,1
116120,3,3,2,2,,,2,,,,,,,,,,,,
116121,3,4,2,1,1,1,2,,,,,,,,,,,,
116122,1,1,2,2,,,2,,,,,,,,,,,,
116123,1,1,1,2,,,2,,,,,,,,,,,,
116124,1,1,2,2,,,2,,,,,,,,,,,,
116125,1,1,2,2,,,2,,,,,,,,,,,,
116126,1,1,2,1,2,,2,,,,,,,,,,,,
116127,1,1,2,2,,,2,,,,,,,,,,,,
116128,1,1,2,2,,,2,,2,,,,,2,,,,,
116129,1,1,2,2,,,2,,,,,,,,,,,,
116130,1,1,2,1,2,,2,,2,,,,,2,,,,,
116131,3,4,2,1,1,1,2,,,,,,,,,,,,
116132,,,,,,,,,1,2,1,2,12,1,6,,,,
116133,1,1,2,2,,,2,,,,,,,,,,,,
116134,3,3,2,1,1,1,2,,,,,,,,,,,,
116135,1,1,2,2,,,2,,,,,,,,,,,,
116136,2,2,2,1,1,2,1,1,1,1,1,,8,1,3,,,,
116137,1,1,2,2,,,2,,,,,,,,,,,,
116138,1,1,2,2,,,2,,,,,,,,,,,,
116139,1,1,2,2,,,2,,2,,,,,2,,,,,
116140,3,3,1,1,1,1,1,1,,,,,,,,,,,
116141,1,1,2,2,,,2,,,,,,,,,,,,
116142,3,3,2,2,,,2,,,,,,,,,,,,
116143,4,4,2,1,1,1,2,,,,,,,,,,,,
116144,1,1,2,1,1,1,2,,,,,,,,,,,,
116145,4,4,1,1,1,1,1,2,,,,,,,,2,,1,2
116146,1,1,2,2,,,2,,,,,,,,,,,,
116147,2,2,2,1,1,1,2,,,,,,,,,,,,
116148,3,3,1,1,1,2,2,,,,,,,,,,,,
116149,3,2,2,2,,,2,,,,,,,,,,,,
116150,1,1,2,2,,,2,,,,,,,,,,,,
116151,1,1,2,2,,,2,,,,,,,,,,,,
116152,1,1,2,2,,,2,,,,,,,,,,,,
116153,2,2,1,1,1,1,2,,,,,,,,,,,,
116154,1,1,2,1,2,,1,1,,,,,,,,,,,
116155,1,1,2,2,,,2,,,,,,,,,,,,
116156,1,1,2,2,,,2,,,,,,,,,,,,
116157,1,1,2,2,,,2,,,,,,,,,,,,
116158,1,1,2,2,,,2,,1,2,2,1,12,2,,,,,
116159,1,1,2,1,2,,2,,,,,,,,,,,,
116160,1,1,2,2,,,2,,,,,,,,,,,,
116161,1,1,2,2,,,2,,,,,,,,,,,,
116162,3,2,2,2,,,2,,,,,,,,,,,,
116163,2,2,2,1,1,2,2,,,,,,,,,,,,
116164,2,2,2,1,2,,2,,,,,,,,,,,,
116165,1,1,2,2,,,2,,,,,,,,,,,,
116166,1,1,2,2,,,2,,,,,,,,,,,,
116167,2,2,2,2,,,9,,,,,,,,,,,,
116168,1,1,2,1,1,1,2,,2,,,,,2,,,,,
116169,4,4,2,2,,,2,,,,,,,,,,,,
116170,4,4,1,1,1,1,1,1,,,,,,,,,,,
116171,1,1,2,2,,,2,,,,,,,,,,,,
116172,1,1,2,2,,,2,,,,,,,,,,,,
116173,1,1,2,1,1,1,1,1,,,,,,,,,,,
116174,2,2,2,1,1,1,2,,,,,,,,,,,,
116175,1,1,2,1,2,,1,1,,,,,,,,,,,
116176,3,3,1,1,2,,1,1,1,1,1,1,15,1,4,,,,
116177,3,3,1,1,2,,2,,,,,,,,,,,,
116178,3,3,1,2,,,2,,,,,,,,,,,,
116179,,,,,,,,,,,,,,,,,,,
116180,1,1,2,2,,,1,1,,,,,,,,,,,
116181,1,1,2,1,2,,2,,,,,,,,,,,,
116182,1,1,2,1,2,,2,,,,,,,,,,,,
116183,1,1,2,1,2,,2,,,,,,,,,,,,
116184,2,2,2,1,1,1,2,,,,,,,,,,,,
116185,3,3,2,2,,,2,,,,,,,,,,,,
116186,3,4,2,1,2,,2,,,,,,,,,,,,
116187,1,1,2,2,,,2,,,,,,,,,,,,
116188,3,3,2,1,1,1,1,1,1,1,1,,1,1,1,,,,
116189,1,1,2,1,1,1,1,1,1,1,1,1,24,1,1,,,,
116190,1,1,2,2,,,2,,,,,,,,,,,,
116191,1,1,2,2,,,1,1,1,1,1,,5,2,,,,,
116192,3,3,1,2,,,2,,,,,,,,,,,,
116193,1,1,2,2,,,2,,,,,,,,,,,,
116194,4,4,2,1,1,1,2,,,,,,,,,,,,
116195,1,1,2,1,1,1,1,1,1,1,1,,2,1,1,,,,
116196,1,1,2,2,,,2,,,,,,,,,,,,
116197,1,1,2,2,,,2,,,,,,,,,,,,
116198,1,1,2,2,,,2,,2,,,,,2,,,,,
116199,2,2,2,2,,,1,2,1,2,1,2,12,2,,,,,
116200,4,4,1,1,1,1,2,,,,,,,,,,,,
116201,1,1,2,2,,,2,,,,,,,,,,,,
116202,1,1,2,1,1,1,2,,,,,,,,,,,,
116203,3,3,1,1,1,1,2,,,,,,,,,,,,
116204,1,1,2,2,,,2,,,,,,,,,,,,
116205,2,2,2,2,,,2,,,,,,,,,,,,
116206,1,1,2,1,2,,2,,,,,,,,,,,,
116207,4,4,2,1,2,,2,,,,,,,,,,,,
116208,1,1,2,2,,,2,,,,,,,,,,,,
116209,4,4,1,1,2,,2,,1,2,1,1,36,1,4,,,,
116210,1,1,2,2,,,2,,,,,,,,,,,,
116211,1,1,2,2,,,2,,,,,,,,,,,,
116212,,,,,,,,,,,,,,,,,,,
116213,1,1,2,2,,,2,,,,,,,,,,,,
116214,3,3,1,2,,,2,,,,,,,,,,,,
116215,,,,,,,,,,,,,,,,,,,
116216,1,1,2,2,,,2,,,,,,,,,,,,
116217,2,2,2,2,,,9,,1,2,1,1,18,1,1,,,,
116218,,,,,,,,,,,,,,,,,,,
116219,1,1,2,2,,,2,,,,,,,,,,,,
116220,1,1,2,2,,,2,,,,,,,,,,,,
116221,1,1,2,2,,,2,,,,,,,,,,,,
116222,2,2,2,1,1,2,2,,,,,,,,,,,,
116223,2,2,2,2,,,2,,,,,,,,,,,,
116224,1,1,2,1,2,,2,,,,,,,,,,,,
116225,,,,,,,,,,,,,,,,,,,
116226,1,1,2,1,2,,2,,,,,,,,,,,,
116227,1,1,2,2,,,2,,,,,,,,,2,,2,2
116228,1,1,2,1,2,,2,,,,,,,,,,,,
116229,1,1,2,1,2,,2,,2,,,,,2,,,,,
116230,3,4,2,1,1,1,2,,,,,,,,,,,,
116231,3,3,1,1,1,1,2,,,,,,,,,,,,
116232,3,3,2,1,2,,2,,,,,,,,,,,,
116233,3,2,2,1,1,1,1,1,1,1,1,1,17,1,1,,,,
116234,1,1,2,2,,,1,2,1,2,1,1,10,1,3,,,,
116235,4,3,1,1,1,1,2,,,,,,,,,,,,
116236,4,4,2,1,1,2,2,,,,,,,,,,,,
116237,,,,,,,,,,,,,,,,,,,
116238,1,1,2,2,,,2,,,,,,,,,,,,
116239,4,4,2,1,1,1,1,1,,,,,,,,,,,
116240,1,1,2,2,,,2,,,,,,,,,,,,
116241,2,2,1,1,1,1,1,1,,,,,,,,2,,1,2
116242,1,1,2,1,2,,2,,,,,,,,,,,,
116243,3,3,2,1,1,1,2,,,,,,,,,,,,
116244,1,1,2,2,,,1,1,1,1,2,1,13,2,,,,,
116245,1,1,2,1,2,,2,,,,,,,,,,,,
116246,1,1,2,1,2,,2,,,,,,,,,,,,
116247,1,1,2,2,,,2,,,,,,,,,,,,
116248,3,3,2,2,,,1,1,,,,,,,,,,,
116249,1,1,2,2,,,2,,,,,,,,,,,,
116250,1,1,2,2,,,2,,,,,,,,,,,,
116251,3,3,1,1,1,2,2,,,,,,,,,,,,
116252,1,1,2,2,,,2,,,,,,,,,,,,
116253,,,,,,,,,,,,,,,,,,,
116254,3,2,2,1,1,1,2,,,,,,,,,,,,
116255,3,3,2,1,1,1,1,1,,,,,,,,,,,
116256,1,1,2,2,,,2,,,,,,,,,,,,
116257,,,,,,,,,,,,,,,,,,,
116258,3,3,2,1,1,1,2,,,,,,,,,,,,
116259,1,1,2,1,1,1,1,1,,,,,,,,,,,
116260,3,3,2,1,2,,1,1,,,,,,,,,,,
116261,3,3,2,2,,,2,,,,,,,,,,,,
116262,1,1,2,1,1,1,2,,,,,,,,,,,,
116263,4,4,2,1,2,,2,,,,,,,,,,,,
116264,1,1,2,2,,,2,,,,,,,,,,,,
116265,2,2,2,2,,,2,,,,,,,,,,,,
116266,1,1,2,1,1,2,1,2,1,2,1,1,4,1,1,,,,
116267,1,1,2,2,,,2,,,,,,,,,,,,
116268,3,3,2,1,2,,2,,,,,,,,,,,,
116269,1,1,2,1,2,,2,,,,,,,,,,,,
116270,2,2,2,2,,,2,,,,,,,,,,,,
116271,1,1,2,2,,,2,,,,,,,,,,,,
116272,3,3,2,1,1,1,2,,,,,,,,,,,,
116273,3,2,1,1,1,1,2,,,,,,,,,,,,
116274,1,1,2,9,,,2,,,,,,,,,,,,
116275,2,2,2,1,1,1,2,,,,,,,,,,,,
116276,1,1,2,2,,,2,,,,,,,,,,,,
116277,2,2,2,2,,,2,,,,,,,,,,,,
116278,2,2,2,1,1,2,2,,,,,,,,,,,,
116279,1,1,2,2,,,2,,,,,,,,,,,,
116280,1,1,2,2,,,2,,,,,,,,,,,,
116281,,,,,,,,,,,,,,,,,,,
116282,1,1,2,1,2,,2,,,,,,,,,,,,
116283,1,1,2,2,,,1,1,,,,,,,,,,,
116284,2,2,2,1,2,,2,,,,,,,,,,,,
116285,1,1,2,2,,,2,,,,,,,,,,,,
116286,2,2,1,1,1,1,2,,,,,,,,,,,,
116287,,,,,,,,,,,,,,,,,,,
116288,1,1,2,2,,,2,,,,,,,,,,,,
116289,2,2,1,1,1,1,2,,,,,,,,,,,,
116290,3,3,2,1,1,1,1,1,,,,,,,,,,,
116291,2,2,2,2,,,2,,,,,,,,,,,,
116292,4,4,1,1,2,,2,,,,,,,,,,,,
116293,3,3,1,1,1,1,2,,,,,,,,,,,,
116294,2,2,2,2,,,2,,,,,,,,,,,,
116295,2,2,1,1,2,,2,,,,,,,,,,,,
116296,1,1,2,1,2,,2,,,,,,,,,,,,
116297,1,1,2,2,,,2,,,,,,,,,,,,
116298,1,1,2,2,,,2,,,,,,,,,,,,
116299,,,,,,,,,,,,,,,,,,,
116300,1,1,2,2,,,2,,,,,,,,,,,,
116301,1,1,2,1,1,1,1,2,,,,,,,,,,,
116302,4,4,1,1,1,1,2,,,,,,,,,,,,
116303,1,1,2,2,,,2,,,,,,,,,,,,
116304,2,2,2,1,1,1,2,,,,,,,,,,,,
116305,2,2,1,1,1,1,2,,,,,,,,,,,,
116306,3,3,1,2,,,2,,,,,,,,,,,,
116307,1,1,2,2,,,2,,,,,,,,,,,,
116308,2,2,2,1,1,1,1,1,1,1,1,1,18,1,3,,,,
116309,3,3,2,2,,,2,,1,2,1,1,24,1,2,,,,
116310,3,3,2,2,,,2,,,,,,,,,,,,
116311,1,1,2,1,2,,2,,2,,,,,2,,,,,
116312,1,1,2,2,,,2,,,,,,,,,,,,
116313,1,1,2,2,,,2,,,,,,,,,,,,
116314,1,1,2,2,,,2,,,,,,,,,,,,
116315,3,3,2,2,,,2,,,,,,,,,,,,
116316,1,1,2,2,,,2,,2,,,,,2,,,,,
116317,4,4,2,2,,,2,,2,,,,,2,,,,,
116318,1,1,2,2,,,2,,,,,,,,,,,,
116319,1,1,2,1,1,1,2,,,,,,,,,,,,
116320,2,2,2,2,,,1,1,,,,,,,,,,,
116321,1,1,2,2,,,2,,,,,,,,,,,,
116322,1,1,1,1,1,1,2,,,,,,,,,,,,
116323,3,3,1,1,1,1,2,,,,,,,,,,,,
116324,4,4,2,1,1,1,2,,,,,,,,,,,,
116325,3,3,2,1,2,,2,,,,,,,,,,,,
116326,3,3,2,2,,,1,1,1,2,1,1,60,1,3,,,,
116327,2,2,2,1,2,,2,,,,,,,,,,,,
116328,2,2,2,1,1,2,2,,,,,,,,,,,,
116329,2,2,2,1,1,2,2,,,,,,,,,,,,
116330,1,1,2,1,2,,2,,,,,,,,,,,,
116331,1,1,2,2,,,2,,2,,,,,2,,,,,
116332,,,,,,,,,,,,,,,,,,,
116333,1,1,2,1,2,,2,,,,,,,,,,,,
116334,1,1,2,2,,,2,,,,,,,,,,,,
116335,3,3,2,1,2,,2,,,,,,,,,,,,
116336,4,4,1,1,1,1,1,2,,,,,,,,,,,
116337,1,1,1,1,2,,2,,,,,,,,,,,,
116338,4,4,2,1,1,1,2,,,,,,,,,,,,
116339,4,4,2,1,1,1,2,,,,,,,,,,,,
116340,1,1,2,2,,,2,,2,,,,,2,,,,,
116341,1,1,2,2,,,2,,,,,,,,,,,,
116342,3,3,2,2,,,2,,,,,,,,,,,,
116343,3,4,2,1,2,,1,1,1,1,1,1,12,2,,,,,
116344,1,1,2,2,,,2,,,,,,,,,,,,
116345,1,1,2,2,,,2,,,,,,,,,,,,
116346,1,1,2,2,,,2,,,,,,,,,,,,
116347,1,1,2,2,,,2,,,,,,,,,,,,
116348,1,1,2,2,,,2,,,,,,,,,,,,
116349,3,3,2,1,2,,2,,,,,,,,,,,,
116350,2,2,2,1,1,1,2,,,,,,,,,,,,
116351,1,1,2,2,,,2,,,,,,,,,,,,
116352,1,1,2,2,,,2,,,,,,,,,,,,
116353,4,4,1,1,1,1,2,,,,,,,,,,,,
116354,2,2,2,2,,,2,,,,,,,,,,,,
116355,1,1,2,1,2,,2,,,,,,,,,,,,
116356,1,1,2,2,,,2,,,,,,,,,,,,
116357,1,1,2,2,,,2,,,,,,,,,,,,
116358,3,3,2,1,2,,2,,1,2,1,1,24,1,3,,,,
116359,,,,,,,,,,,,,,,,,,,
116360,1,1,2,2,,,2,,,,,,,,,,,,
116361,4,4,2,1,1,2,1,1,,,,,,,,,,,
116362,1,1,2,2,,,2,,,,,,,,,,,,
116363,1,1,2,1,1,1,2,,,,,,,,,,,,
116364,1,1,2,2,,,2,,,,,,,,,,,,
116365,1,1,2,1,2,,2,,,,,,,,,,,,
116366,1,1,2,1,2,,2,,,,,,,,,,,,
116367,3,3,1,1,1,1,1,1,,,,,,,,,,,
116368,3,3,2,1,1,1,1,1,1,1,1,1,24,1,1,,,,
116369,2,2,2,1,1,1,1,1,,,,,,,,,,,
116370,1,1,2,1,1,1,1,1,,,,,,,,,,,
116371,3,4,2,1,1,1,2,,,,,,,,,,,,
116372,1,1,2,2,,,2,,,,,,,,,,,,
116373,1,1,2,2,,,2,,,,,,,,,,,,
116374,1,1,2,1,2,,2,,,,,,,,,,,,
116375,2,2,2,2,,,2,,,,,,,,,,,,
116376,2,2,2,2,,,2,,,,,,,,,,,,
116377,1,1,2,1,2,,2,,2,,,,,2,,,,,
116378,1,1,2,2,,,2,,,,,,,,,,,,
116379,3,4,2,1,2,,1,1,1,1,1,,48,1,3,,,,
116380,1,1,2,2,,,2,,,,,,,,,,,,
116381,1,1,2,2,,,2,,,,,,,,,,,,
116382,1,1,2,2,,,2,,,,,,,,,,,,
116383,4,4,2,2,,,2,,,,,,,,,,,,
116384,3,3,2,2,,,2,,,,,,,,,,,,
116385,1,1,2,1,1,1,2,,,,,,,,,,,,
116386,2,2,2,1,1,1,2,,,,,,,,,,,,
116387,,,,,,,,,,,,,,,,,,,
116388,2,2,2,1,1,1,2,,,,,,,,,,,,
116389,1,1,2,1,2,,2,,,,,,,,,,,,
116390,3,3,1,1,2,,2,,,,,,,,,,,,
116391,1,1,2,2,,,2,,,,,,,,,,,,
116392,2,2,2,2,,,2,,1,2,1,2,12,2,,,,,
116393,2,2,2,1,1,1,2,,,,,,,,,,,,
116394,1,1,2,1,1,1,1,1,1,1,1,1,24,1,3,,,,
116395,1,1,2,2,,,2,,2,,,,,2,,,,,
116396,2,2,2,1,1,1,1,2,,,,,,,,,,,
116397,1,1,2,2,,,2,,,,,,,,,,,,
116398,1,1,2,1,2,,1,1,,,,,,,,2,,2,2
116399,4,4,2,2,,,2,,,,,,,,,,,,
116400,2,2,2,1,1,1,2,,,,,,,,,,,,
116401,2,2,2,1,1,1,2,,,,,,,,,,,,
116402,2,2,2,1,1,1,2,,1,2,1,1,48,1,1,,,,
116403,1,1,2,2,,,2,,,,,,,,,,,,
116404,,,,,,,,,,,,,,,,,,,
116405,2,2,2,1,1,1,2,,,,,,,,,,,,
116406,1,1,2,2,,,2,,,,,,,,,,,,
116407,1,1,2,2,,,2,,,,,,,,,,,,
116408,2,2,2,1,1,1,1,1,1,1,1,,7,1,1,,,,
116409,1,1,2,1,2,,1,1,1,2,1,1,60,1,4,,,,
116410,,,2,2,,,2,,,,,,,,,,,,
116411,1,1,2,2,,,2,,,,,,,,,,,,
116412,3,3,2,1,1,1,1,1,,,,,,,,,,,
116413,3,3,2,1,1,1,2,,1,2,1,2,12,1,3,,,,
116414,1,1,2,1,2,,2,,,,,,,,,,,,
116415,3,3,2,1,1,1,1,2,,,,,,,,,,,
116416,1,1,2,1,1,1,1,1,,,,,,,,,,,
116417,3,3,2,2,,,2,,,,,,,,,,,,
116418,1,1,2,1,2,,2,,,,,,,,,,,,
116419,3,3,2,1,1,1,2,,,,,,,,,,,,
116420,2,2,2,2,,,2,,,,,,,,,,,,
116421,1,1,2,2,,,2,,,,,,,,,,,,
116422,1,1,2,2,,,2,,,,,,,,,,,,
116423,1,1,2,1,2,,2,,,,,,,,,,,,
116424,3,3,2,1,1,1,1,1,,,,,,,,,,,
116425,2,2,1,1,2,,1,1,,,,,,,,,,,
116426,1,1,2,2,,,2,,,,,,,,,,,,
116427,1,1,2,1,2,,2,,,,,,,,,,,,
116428,1,1,2,1,2,,2,,,,,,,,,,,,
116429,1,1,2,2,,,2,,2,,,,,2,,,,,
116430,1,1,1,1,1,1,2,,,,,,,,,,,,
116431,1,1,2,2,,,2,,2,,,,,2,,,,,
116432,1,1,2,1,1,1,2,,,,,,,,,,,,
116433,1,1,2,2,,,2,,,,,,,,,,,,
116434,2,2,2,2,,,2,,,,,,,,,,,,
116435,2,2,2,2,,,2,,,,,,,,,,,,
116436,1,1,2,2,,,2,,,,,,,,,,,,
116437,3,3,2,2,,,2,,,,,,,,,,,,
116438,1,1,2,2,,,2,,1,2,1,2,6,1,1,,,,
116439,2,2,2,2,,,2,,,,,,,,,,,,
116440,1,1,2,1,2,,1,1,1,1,1,,7,1,5,,,,
116441,1,1,2,2,,,2,,,,,,,,,,,,
116442,1,1,2,2,,,2,,,,,,,,,,,,
116443,2,2,1,1,2,,2,,,,,,,,,,,,
116444,1,1,2,2,,,2,,,,,,,,,,,,
116445,2,1,1,1,1,2,2,,,,,,,,,,,,
116446,3,2,2,1,1,1,1,1,,,,,,,,,,,
